id,Price_euros
181,2540.238160455686
708,765.0507128462732
862,407.9826191349979
1064,1110.8363901062648
702,1203.5074147930443
585,1743.6280132514669
195,1962.2056615545487
463,720.6714446295741
14,4913.801521666288
621,1286.8186009505582
1259,1287.219756662434
551,564.4158519870501
358,264.8646551320343
610,697.8362516844251
880,527.8777662861906
655,976.5851483792931
630,426.2696986888277
483,1319.3010820707054
115,1141.4854984472483
297,1463.8787726456496
1162,1209.120170567816
666,1146.8641201938826
1278,1547.2789963264297
777,1203.5074147930443
521,1628.943338679871
93,819.4757797301586
260,927.4751512670819
733,313.2788263788809
908,970.3677455749705
797,480.70351011766036
71,1460.023062147848
60,1179.1455539529338
608,1669.763086241372
82,363.64930016433664
540,684.3109991382428
761,1628.943338679871
473,1136.0828856056353
183,850.5201733579541
186,2524.467329076571
846,520.0825330163888
901,491.69496100438766
912,1256.1556729663562
27,1557.5569310969224
1127,1697.2525025265397
858,1118.268405028693
958,1632.3815263558527
771,611.5901081555804
930,2701.126345059786
807,156.84559352682868
618,1612.0445678639067
250,1324.4648368130252
334,970.3677455749705
180,940.8779047080305
886,324.27027726560823
394,1156.8886764699691
659,751.7355283256518
764,805.9104543939252
428,87.21583315980206
1231,1110.8363901062648
865,1172.4433310969664
1286,1147.0743364923626
635,847.4665029294908
143,659.0599167637697
376,1120.4536761392392
1032,1194.5487319756546
1057,1507.4111002971135
1089,407.9826191349979
87,1506.4592487649286
1072,497.34870755446764
211,1873.9115185097553
1003,927.0197800182746
889,1665.303784171202
1066,1047.547938627803
1225,1179.1455539529338
146,1203.5074147930443
1044,1063.3619946229728
1105,1147.0743364923626
59,480.70351011766036
251,1256.1556729663562
954,1056.4913899985816
948,327.0533136933643
887,860.5856470440276
369,1161.1609993365817
1148,525.4670539561148
1062,1079.4966569831406
1135,1296.8270868426619
1180,1628.943338679871
620,723.8676622464993
304,1706.1235317327032
1048,642.566622931331
157,581.5692181216327
1128,407.9826191349979
714,1172.4433310969664
993,1079.4966569831406
689,2968.1526037696585
443,424.62781657180517
673,1445.8041593064122
975,1011.1874931364717
391,1110.8363901062648
810,905.3023742794034
32,542.23627770198
724,221.23870895729146
287,1420.3427319549405
857,603.7521507551883
1087,891.1147057757507
386,1197.3385690147595
649,1097.3111375600827
1247,970.3677455749705
279,1110.8363901062648
1176,1738.0722500880408
1125,647.9511438710572
286,828.2081547706948
937,156.84559352682868
508,884.9458599974661
88,1219.795227475025
446,1628.943338679871
336,1219.795227475025
779,977.2389404235073
224,820.9827575568378
834,1587.996762823397
238,407.9826191349979
582,1133.671583051414
726,1079.4966569831406
462,1914.7312660712564
863,188.2823821787024
987,1256.3810221919794
1118,1628.943338679871
1151,1439.5169118055392
736,1628.943338679871
957,1359.9406476450963
502,1133.671583051414
811,1063.3619946229728
898,313.2788263788809
802,1318.4029385377753
265,491.69496100438766
1081,564.4158519870501
104,258.74414984669545
675,1697.2525025265397
1209,1092.8518354899127
1004,807.5800041158891
29,766.1454155310939
432,1791.102408734759
684,1908.6693677960068
240,1063.3619946229728
237,1998.7719228155238
152,1136.0828856056353
725,1118.268405028693
97,650.3618562011329
1155,1166.3814328217168
746,1951.0917115625875
1143,770.4352337859993
592,751.5300471751937
479,1398.001145802052
1098,527.8777662861906
903,1000.8566040443455
936,1179.1455539529338
539,2180.02201899804
653,449.5374036083066
310,678.1421533599582
892,1324.4648368130252
338,1292.5161184576875
705,843.7628093976922
273,1201.9807468980828
758,1292.5161184576875
1080,1628.943338679871
1073,1951.0917115625875
480,1194.5487319756546
1267,1955.402679947562
545,1197.3385690147595
153,407.9826191349979
573,2375.3159040904093
1150,2565.6616339076927
949,2075.725274247923
160,611.5901081555804
537,2019.4008754092565
1102,1110.8363901062648
833,1115.1971108008588
513,1287.219756662434
1202,2769.4355089064557
76,1166.3814328217168
514,600.598657268853
133,1811.9371770981356
1251,536.5758268488275
806,313.2788263788809
1021,881.9272825900689
206,1398.001145802052
870,1135.1982509463753
179,974.8270476451405
706,536.727730453196
416,1663.7011879661222
534,1628.943338679871
989,1079.4966569831406
316,1118.268405028693
507,1038.6769094216393
817,407.9826191349979
776,1481.7134876714417
831,1623.953387780531
1229,1219.795227475025
295,1271.4154229278374
660,1738.0722500880408
612,843.3074381488848
529,1822.3096714265462
114,1324.4648368130252
492,1945.3941940554585
226,1240.7524949436354
695,53.443740208074814
751,564.0652431339953
644,720.6714446295741
1185,1011.1874931364717
917,1853.124325080555
527,1079.4966569831406
854,1012.9915208375171
182,1929.4532714653083
346,1172.4433310969664
90,156.84559352682868
468,1019.001408532306
1147,636.9591027601844
1061,1592.5828931885396
1156,778.5809040802174
496,1079.4966569831406
312,2192.369640606321
822,1110.8363901062648
337,1326.0426895576495
835,1633.4026407500407
255,1092.8518354899127
364,1292.5161184576875
944,2140.289080776342
1266,650.3618562011329
505,527.8777662861906
350,824.2252015526965
800,781.5485935538147
567,1288.2268904269274
1242,1697.2525025265397
905,1240.7524949436354
587,1292.5161184576875
922,1172.4433310969664
259,1466.310309648721
1248,1131.6235835354653
641,313.2788263788809
128,536.5758268488275
215,2192.369640606321
756,611.5901081555804
1054,687.464492624578
651,1009.139493620523
86,1895.3209009464574
1037,1135.1982509463753
1299,1194.5487319756546
1109,1574.7684126115973
679,611.5901081555804
1099,1738.0722500880408
6,1669.763086241372
1163,1135.1982509463753
516,1463.56665445704
1115,1110.8363901062648
